80.33	77.56	234.48	241.13	247.79	237.81	249.45
80.33	77.56	234.48	241.13	249.45	236.15	249.45
80.33	77.56	236.15	241.13	251.11	236.15	252.78
60.39	62.60	219.52	222.84	224.51	212.86	222.84
59.83	61.49	191.24	194.57	197.90	202.89	207.88
59.28	62.05	187.92	201.22	194.57	204.55	207.88
59.83	62.05	177.94	199.56	197.90	189.58	199.56
60.39	62.05	182.93	202.89	201.22	191.24	197.90
59.28	61.49	181.27	201.22	196.23	186.26	199.56
59.83	62.05	176.28	199.56	194.57	187.92	199.56
59.28	61.49	179.60	199.56	194.57	212.86	226.17
59.83	61.49	177.94	199.56	191.24	212.86	222.84
59.28	60.94	174.62	197.90	199.56	212.86	221.18
59.28	62.05	176.28	196.23	196.23	214.53	221.18
79.22	77.01	231.16	239.47	247.79	241.13	251.11
79.78	76.45	236.15	244.46	257.76	237.81	247.79
79.78	78.11	244.46	247.79	254.44	239.47	249.45
80.33	77.56	242.80	247.79	256.10	237.81	249.45
79.78	77.56	239.47	247.79	254.44	237.81	247.79
80.33	77.56	237.81	241.13	256.10	232.82	251.11
79.22	77.01	236.15	239.47	252.78	237.81	252.78
79.78	76.45	234.48	239.47	254.44	237.81	254.44
80.33	76.45	236.15	239.47	257.76	237.81	257.76
79.78	77.01	236.15	239.47	256.10	234.48	254.44
79.78	77.01	237.81	241.13	254.44	236.15	254.44
79.78	77.56	241.13	242.80	254.44	239.47	256.10
80.33	77.56	237.81	239.47	252.78	239.47	256.10
60.39	60.39	239.47	242.80	256.10	241.13	256.10
61.49	60.94	207.88	204.55	204.55	202.89	201.22
61.49	60.94	202.89	199.56	204.55	204.55	199.56
61.49	60.94	182.93	194.57	197.90	206.21	227.83
60.94	60.94	182.93	191.24	192.91	204.55	226.17
60.94	60.94	181.27	191.24	199.56	201.22	226.17
62.05	61.49	182.93	192.91	192.91	201.22	224.51
61.49	61.49	184.59	192.91	194.57	202.89	224.51
60.94	60.39	181.27	191.24	189.58	202.89	222.84
61.49	60.94	214.53	234.48	242.80	237.81	249.45
78.11	77.56	237.81	241.13	247.79	244.46	256.10
78.67	77.56	239.47	244.46	262.75	241.13	256.10
78.11	78.11	234.48	242.80	257.76	244.46	252.78
78.11	77.01	227.83	244.46	247.79	241.13	256.10
78.67	79.22	234.48	244.46	257.76	241.13	254.44
